Date,Name,Year,Letterboxd URI,Rating
2020-08-04,White Chicks,2004,https://boxd.it/1SpK,3
2020-08-04,Iron Man 3,2013,https://boxd.it/2cBQ,2
2020-08-05,Back to the Future,1985,https://boxd.it/2b8e,4
2020-08-06,Bitter Moon,1992,https://boxd.it/1W76,3.5
2020-08-07,Climax,2018,https://boxd.it/ikvo,4.5
2020-08-10,The Master,2012,https://boxd.it/2cBG,4
2020-08-12,Baby Driver,2017,https://boxd.it/bhF2,4
2020-08-14,Death Proof,2007,https://boxd.it/27GG,4.5
2020-08-17,Project Power,2020,https://boxd.it/ml8S,3
2020-08-18,Rebecca,1940,https://boxd.it/2aQa,4.5
2020-08-19,The Hater,2020,https://boxd.it/lKs2,3.5
2020-08-23,Jaws,1975,https://boxd.it/2a5e,4
2020-08-24,Monty Python and the Holy Grail,1975,https://boxd.it/29GI,4
2020-08-28,Rio Bravo,1959,https://boxd.it/2aE4,4
2020-08-28,Rio Grande,1950,https://boxd.it/1TpG,3.5
2020-08-29,Bombshell,2019,https://boxd.it/j5YC,2.5
2020-08-30,Full Metal Jacket,1987,https://boxd.it/2a1Q,5
2020-08-31,Black Panther,2018,https://boxd.it/8MHs,2.5
2020-09-02,Annihilation,2018,https://boxd.it/9yzm,3.5
2020-09-02,American Beauty,1999,https://boxd.it/71Y,4
2020-09-08,The Wolf of Wall Street,2013,https://boxd.it/3C1m,3.5
2020-09-08,I'm Thinking of Ending Things,2020,https://boxd.it/i4IQ,4
2020-09-09,Shutter Island,2010,https://boxd.it/1U82,3.5
2020-09-09,Bad,1987,https://boxd.it/bp7W,3
2020-09-09,Mulan,1998,https://boxd.it/1VFw,3
2020-09-09,Cars,2006,https://boxd.it/29ho,3
2020-09-09,The Lion King,2019,https://boxd.it/eSjI,2
2020-09-09,The Lion King,1994,https://boxd.it/201Q,4
2020-09-09,Incredibles 2,2018,https://boxd.it/7IPg,3
2020-09-09,Toy Story 4,2019,https://boxd.it/9ALu,2
2020-09-09,"Monsters, Inc.",2001,https://boxd.it/2a46,3
2020-09-09,Wreck-It Ralph,2012,https://boxd.it/2TTS,2.5
2020-09-09,Aladdin,2019,https://boxd.it/eSjy,3
2020-09-09,Monsters University,2013,https://boxd.it/bQm,2
2020-09-09,Maleficent,2014,https://boxd.it/3v1u,1.5
2020-09-09,The Jungle Book,2016,https://boxd.it/8wjk,3
2020-09-09,Fantasia,1940,https://boxd.it/29HG,3.5
2020-09-09,TRON: Legacy,2010,https://boxd.it/1Dlo,2
2020-09-09,Cars 2,2011,https://boxd.it/H4Y,2
2020-09-09,The BFG,2016,https://boxd.it/81cs,1.5
2020-09-09,Sky High,2005,https://boxd.it/1TNI,1.5
2020-09-09,Murder Mystery,2019,https://boxd.it/iEBm,2
2020-09-09,You Don't Mess with the Zohan,2008,https://boxd.it/1VHs,1
2020-09-09,That's My Boy,2012,https://boxd.it/35IW,1
2020-09-09,Pixels,2015,https://boxd.it/7BaA,2
2020-09-09,Klaus,2019,https://boxd.it/ipoi,4
2020-09-09,Despicable Me,2010,https://boxd.it/1DD8,2.5
2020-09-09,Despicable Me 2,2013,https://boxd.it/3gg0,2
2020-09-09,Minions,2015,https://boxd.it/6jCO,1
2020-09-09,Kung Fu Panda,2008,https://boxd.it/1Yws,3
2020-09-09,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,5
2020-09-09,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,4
2020-09-09,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,5
2020-09-09,Venom,2018,https://boxd.it/b8wA,2.5
2020-09-09,The Last Temptation of Christ,1988,https://boxd.it/1ULe,5
2020-09-10,John Was Trying to Contact Aliens,2020,https://boxd.it/opeY,3.5
2020-09-10,Land Without Bread,1933,https://boxd.it/2bau,3
2020-09-10,Man of Steel,2013,https://boxd.it/FRk,2.5
2020-09-10,Shazam!,2019,https://boxd.it/8WBu,3
2020-09-11,The Karate Kid,1984,https://boxd.it/27Wk,4
2020-09-11,The Karate Kid,2010,https://boxd.it/15HA,1.5
2020-09-12,Onibaba,1964,https://boxd.it/252a,5
2020-09-13,Killed the Family and Went to the Movies,1969,https://boxd.it/5nxm,4
2020-09-13,X-Men,2000,https://boxd.it/1a7s,3
2020-09-13,X-Men: The Last Stand,2006,https://boxd.it/1a5Q,2.5
2020-09-15,The Social Dilemma,2020,https://boxd.it/opQI,4.5
2020-09-16,Knock Knock,2015,https://boxd.it/7Q9s,3
2020-09-16,Cuties,2020,https://boxd.it/lqPg,2.5
2020-09-18,Donnie Darko,2001,https://boxd.it/2b2A,3.5
2020-09-21,The Karate Kid Part III,1989,https://boxd.it/1W7q,3.5
2020-09-21,The Karate Kid Part II,1986,https://boxd.it/1ZJM,2.5
2020-09-21,School of Rock,2003,https://boxd.it/28xK,4
2020-09-22,Elite Squad,2007,https://boxd.it/20YI,4
2020-09-23,The Devil All the Time,2020,https://boxd.it/i2tY,3.5
2020-09-24,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/5RFA,3.5
2020-09-26,Enola Holmes,2020,https://boxd.it/hX2o,2.5
2020-09-26,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,2
2020-09-26,The King,2019,https://boxd.it/ieZs,3
2020-09-26,Kick-Ass,2010,https://boxd.it/1zaQ,3.5
2020-09-26,Kick-Ass 2,2013,https://boxd.it/hqu,2.5
2020-09-27,The Big Short,2015,https://boxd.it/ajZw,3
2020-09-27,Phantom Thread,2017,https://boxd.it/e4uc,4.5
2020-09-27,There Will Be Blood,2007,https://boxd.it/20Z2,4.5
2020-10-03,Mission: Impossible,1996,https://boxd.it/29d2,4.5
2020-10-04,Necropolis Symphony,2014,https://boxd.it/8Yos,3.5
2020-10-07,Dracula,2020,https://boxd.it/ozuM,2.5
2020-10-07,Richard Jewell,2019,https://boxd.it/99Mg,4
2020-10-07,Bram Stoker's Dracula,1992,https://boxd.it/223a,3.5
2020-10-09,Michael Jackson's Thriller,1983,https://boxd.it/3e76,5
2020-10-09,Raiders of the Lost Ark,1981,https://boxd.it/2bbs,4.5
2020-10-09,Batman Beyond: Return of the Joker,2000,https://boxd.it/1KwS,4
2020-10-09,Batman: The Killing Joke,2016,https://boxd.it/djxe,3
2020-10-10,Scooby-Doo,2002,https://boxd.it/1YaQ,2
2020-10-10,Spider-Man 2,2004,https://boxd.it/2a88,5
2020-10-11,Superhero Movie,2008,https://boxd.it/1SM0,2.5
2020-10-12,The Do-Over,2016,https://boxd.it/dA2C,2
2020-10-12,Hubie Halloween,2020,https://boxd.it/mQwm,2.5
2020-10-13,Batman & Robin,1997,https://boxd.it/2ar0,1
2020-10-13,Batman Forever,1995,https://boxd.it/2ara,2.5
2020-10-13,Bruce Almighty,2003,https://boxd.it/2aCC,3
2020-10-13,Lemony Snicket's A Series of Unfortunate Events,2004,https://boxd.it/1T7s,3
2020-10-13,Mr. Popper's Penguins,2011,https://boxd.it/kRS,2.5
2020-10-13,Dumb and Dumber To,2014,https://boxd.it/3qPk,3
2020-10-14,Duel,1971,https://boxd.it/29ui,5
2020-10-16,The Mask,1994,https://boxd.it/29rS,4
2020-10-17,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,5
2020-10-17,Hot Pursuit,2015,https://boxd.it/83Vu,1
2020-10-18,Dunkirk,2017,https://boxd.it/d0Y6,3
2020-10-20,Sleepy Hollow,1999,https://boxd.it/26u0,4.5
2020-10-21,Yesterday There Were Strange Things in the Sky,2020,https://boxd.it/jRlo,4
2020-10-23,Life of Pi,2012,https://boxd.it/37pC,3.5
2020-10-23,Now You See Me,2013,https://boxd.it/2Bsu,2.5
2020-10-23,Now You See Me 2,2016,https://boxd.it/99fw,2
2020-10-23,2012,2009,https://boxd.it/1OE2,3
2020-10-23,The Village,2004,https://boxd.it/21iS,4
2020-10-23,Rio 2,2014,https://boxd.it/5jfy,3
2020-10-23,Rio,2011,https://boxd.it/NKc,3.5
2020-10-23,Once Upon a Time in Rio,2008,https://boxd.it/13MI,2
2020-10-23,Collateral,2004,https://boxd.it/28F0,4
2020-10-24,Moonwalker,1988,https://boxd.it/2wrm,3.5
2020-11-05,It Comes at Night,2017,https://boxd.it/eLuk,4
2020-11-05,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ,4.5
2020-11-07,Mean Girls,2004,https://boxd.it/1VNg,3.5
2020-11-08,His House,2020,https://boxd.it/l8Qq,3.5
2020-11-09,Slumdog Millionaire,2008,https://boxd.it/1S3E,2
2020-11-09,The Cabinet of Dr. Caligari,1920,https://boxd.it/2aOo,5
2020-11-11,The Simpsons Movie,2007,https://boxd.it/6YU,3
2020-11-11,The Shining,1980,https://boxd.it/29Nu,5
2020-11-11,Gladiator,2000,https://boxd.it/2b9m,3.5
2020-11-13,The Aviator,2004,https://boxd.it/26BU,3.5
2020-11-16,The Last Airbender,2010,https://boxd.it/1WQK,2
2020-11-16,After Earth,2013,https://boxd.it/2TSg,1.5
2020-11-17,Hush,2016,https://boxd.it/d5ys,4
2020-11-17,The Haunting of Hill House,2018,https://boxd.it/kfJ0,4.5
2020-11-18,Casa Grande,2014,https://boxd.it/81AO,4
2020-11-19,The Adventures of Sharkboy and Lavagirl,2005,https://boxd.it/1Ozm,2
2020-11-20,Kiss of the Spider Woman,1985,https://boxd.it/1Tci,4.5
2020-11-21,The Dictator,2012,https://boxd.it/2DEW,2.5
2020-11-22,Frankenstein,1910,https://boxd.it/265a,3.5
2020-11-22,Life of Brian,1979,https://boxd.it/2a4q,4
2020-11-22,Eyes Wide Shut,1999,https://boxd.it/2axs,5
2020-11-23,Batman,1989,https://boxd.it/2aIU,4.5
2020-11-23,If Anything Happens I Love You,2020,https://boxd.it/qIv4,4.5
2020-11-23,Meshes of the Afternoon,1943,https://boxd.it/1sEE,5
2020-11-25,Don't Hug Me I'm Scared,2011,https://boxd.it/4afW,4
2020-11-25,Scary Movie,2000,https://boxd.it/24CG,3
2020-11-26,Megamind,2010,https://boxd.it/16Sk,3.5
2020-11-26,Night at the Museum,2006,https://boxd.it/28wi,2.5
2020-11-26,Night at the Museum: Secret of the Tomb,2014,https://boxd.it/5x3m,2.5
2020-11-26,Night at the Museum: Battle of the Smithsonian,2009,https://boxd.it/1H7U,2
2020-11-26,Real Steel,2011,https://boxd.it/147m,3.5
2020-11-27,Secret Beyond the Door...,1947,https://boxd.it/2a7O,3.5
2020-11-30,Magnolia,1999,https://boxd.it/2aze,5
2020-12-01,Doctor Strange,2016,https://boxd.it/8MH8,3
2020-12-01,Vice,2018,https://boxd.it/fcFY,3.5
2020-12-01,Rango,2011,https://boxd.it/QPk,4
2020-12-01,The Age of Innocence,1993,https://boxd.it/1WgM,5
2020-12-02,Percy Jackson & the Olympians: The Lightning Thief,2010,https://boxd.it/1gJi,2
2020-12-02,Percy Jackson: Sea of Monsters,2013,https://boxd.it/2D8m,1.5
2020-12-03,The Queen's Gambit,2020,https://boxd.it/s1Ym,4
2020-12-04,Thoroughbreds,2017,https://boxd.it/dVHQ,4
2020-12-05,A Christmas Carol,2009,https://boxd.it/1HKW,3.5
2020-12-05,Citizen Kane,1941,https://boxd.it/71O,5
2020-12-06,Thor,2011,https://boxd.it/1WQU,2.5
2020-12-06,The Wolverine,2013,https://boxd.it/2CWU,3.5
2020-12-06,X-Men: First Class,2011,https://boxd.it/FOA,3
2020-12-08,Mank,2020,https://boxd.it/mIuC,3.5
2020-12-08,The Imitation Game,2014,https://boxd.it/6aig,3.5
2020-12-08,Ghostbusters,2016,https://boxd.it/Vm8,1.5
2020-12-09,Mud Zombies,2008,https://boxd.it/4ncw,2.5
2020-12-10,Euphoria: Trouble Don't Last Always,2020,https://boxd.it/ta4a,4.5
2020-12-10,El Camino: A Breaking Bad Movie,2019,https://boxd.it/kv0q,4
2020-12-10,Snow White and the Huntsman,2012,https://boxd.it/k1M,2.5
2020-12-10,The Trial of the Chicago 7,2020,https://boxd.it/kn3w,3
2020-12-12,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,4.5
2020-12-13,S. Bernardo,1972,https://boxd.it/7r2m,5
2020-12-14,The Godfather: Part III,1990,https://boxd.it/2aN6,4.5
2020-12-16,Basic Instinct,1992,https://boxd.it/2asM,4.5
2020-12-21,Mandy,2018,https://boxd.it/gtti,5
2020-12-22,Fantastic Four,2005,https://boxd.it/1XVw,3
2020-12-22,Fantastic Four: Rise of the Silver Surfer,2007,https://boxd.it/27Ii,1.5
2020-12-22,Fantastic Four,2015,https://boxd.it/5a9c,1
2020-12-23,King Kong,2005,https://boxd.it/2aLa,4
2020-12-23,Frankenweenie,2012,https://boxd.it/bPS,3.5
2020-12-23,Jojo Rabbit,2019,https://boxd.it/iEBG,3.5
2020-12-24,Ma Rainey's Black Bottom,2020,https://boxd.it/mLcm,3.5
2020-12-24,The Invisible Man,2020,https://boxd.it/kWlA,4.5
2020-12-25,The Platform,2019,https://boxd.it/mUm6,3.5
2020-12-25,Bacurau,2019,https://boxd.it/fSUG,4
2020-12-25,How the Grinch Stole Christmas,2000,https://boxd.it/1ZHQ,3
2020-12-25,Pan's Labyrinth,2006,https://boxd.it/28No,4.5
2020-12-25,The Boy,2016,https://boxd.it/apZi,3
2020-12-26,Palm Springs,2020,https://boxd.it/lCXQ,4.5
2020-12-27,Sherlock Holmes: A Game of Shadows,2011,https://boxd.it/k3S,3
2020-12-30,Soul,2020,https://boxd.it/ioLA,4
2020-12-30,The Midnight Sky,2020,https://boxd.it/mK6C,2.5
2021-01-03,Black Mirror: Nosedive,2016,https://boxd.it/hK9G,3
2021-01-03,Chernobyl,2019,https://boxd.it/mkbG,5
2021-01-03,The Last Dance,2020,https://boxd.it/pVfc,4
2021-01-03,"Tiger King: Murder, Mayhem and Madness",2020,https://boxd.it/pzj2,4.5
2021-01-03,Black Mirror: The National Anthem,2011,https://boxd.it/hQYK,4
2021-01-03,Black Mirror: Bandersnatch,2018,https://boxd.it/kTDG,3
2021-01-03,"Love, Death & Robots: When the Yogurt Took Over",2019,https://boxd.it/lFSY,3.5
2021-01-03,In the Tall Grass,2019,https://boxd.it/iZpm,3.5
2021-01-03,1922,2017,https://boxd.it/g8CS,4
2021-01-03,Ghost Killers vs. Bloody Mary,2018,https://boxd.it/kw3U,3
2021-01-04,Fences,2016,https://boxd.it/dL6A,4
2021-01-04,Notting Hill,1999,https://boxd.it/2aeK,3
2021-01-06,Star Wars,1977,https://boxd.it/72s,4.5
2021-01-06,Steamboat Willie,1928,https://boxd.it/wgk,3.5
2021-01-06,Never Rarely Sometimes Always,2020,https://boxd.it/lWJk,5
2021-01-07,The Empire Strikes Back,1980,https://boxd.it/27Vw,5
2021-01-09,Emicida: AmarElo - It's All for Yesterday,2020,https://boxd.it/sLK6,4
2021-01-10,The Witch,2015,https://boxd.it/9X0m,5
2021-01-10,Sound of Metal,2019,https://boxd.it/i7Q4,4
2021-01-11,Iron Man 2,2010,https://boxd.it/1WZM,2.5
2021-01-11,First Cow,2019,https://boxd.it/krga,5
2021-01-11,Da 5 Bloods,2020,https://boxd.it/lnXw,4.5
2021-01-11,Sertânia,2019,https://boxd.it/lUhS,5
2021-01-12,The Metamorphosis of Birds,2020,https://boxd.it/oJsw,4
2021-01-15,Moana,2016,https://boxd.it/8tfY,3.5
2021-01-15,Dick Johnson Is Dead,2020,https://boxd.it/oigy,4.5
2021-01-16,WALL·E,2008,https://boxd.it/1VEo,4
2021-01-17,Mad Max: Fury Road,2015,https://boxd.it/2DjO,5
2021-01-18,Russian Ark,2002,https://boxd.it/1JQM,5
2021-01-18,Spirited Away,2001,https://boxd.it/2b4m,5
2021-01-22,Pieces of a Woman,2020,https://boxd.it/nOrQ,3
2021-01-24,Don't F**k with Cats: Hunting an Internet Killer,2019,https://boxd.it/oqjq,4
2021-01-24,Euphoria: F*ck Anyone Who’s Not a Sea Blob,2021,https://boxd.it/tMkU,4.5
2021-01-27,Return of the Jedi,1983,https://boxd.it/27Vm,3
2021-01-28,Skull: The Mask,2020,https://boxd.it/qkbk,3
2021-01-28,Color Out of Space,2019,https://boxd.it/k1HY,3.5
2021-01-28,Santa Sangre,1989,https://boxd.it/1FrI,5
2021-01-29,Night of the Living Dead,1968,https://boxd.it/1WwA,5
2021-02-01,Ant-Man,2015,https://boxd.it/3vmW,3.5
2021-02-01,Captain Marvel,2019,https://boxd.it/9vSA,2
2021-02-04,Vampyr,1932,https://boxd.it/29DY,3
2021-02-06,Up,2009,https://boxd.it/1OEc,4.5
2021-02-06,Wonder Woman 1984,2020,https://boxd.it/gBtA,2.5
2021-02-07,Dersu Uzala,1975,https://boxd.it/1XRO,5
2021-02-09,Malcolm & Marie,2021,https://boxd.it/r5cO,3.5
2021-02-10,My Neighbor Totoro,1988,https://boxd.it/20eA,4.5
2021-02-14,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,4.5
2021-02-15,Ready Player One,2018,https://boxd.it/aZes,3
2021-02-15,X-Men: Days of Future Past,2014,https://boxd.it/4aRw,4
2021-02-16,Wonder Woman,2017,https://boxd.it/9roG,3
2021-02-16,Iron Man,2008,https://boxd.it/28dA,3.5
2021-02-16,The Avengers,2012,https://boxd.it/1xFW,3
2021-02-16,Aquaman,2018,https://boxd.it/9ru0,3
2021-02-16,Fear and Desire,1952,https://boxd.it/1WVq,3
2021-02-16,GoodFellas,1990,https://boxd.it/29FA,4.5
2021-02-24,I Care a Lot,2020,https://boxd.it/mcHk,2
2021-02-25,Pulp Fiction,1994,https://boxd.it/29Pq,4
2021-02-28,Come and See,1985,https://boxd.it/1w9q,5
2021-03-06,WandaVision,2021,https://boxd.it/sbGW,3.5
2021-03-06,Ghost Rider,2007,https://boxd.it/290M,3
2021-03-06,The Incredible Hulk,2008,https://boxd.it/28dU,3.5
2021-03-07,The Irishman: In Conversation,2019,https://boxd.it/odsY,5
2021-03-07,First Reformed,2017,https://boxd.it/go9C,5
2021-03-10,Mulholland Drive,2001,https://boxd.it/297o,5
2021-03-12,Taxi Driver,1976,https://boxd.it/2b8y,4.5
2021-03-14,The Legend of Tarzan,2016,https://boxd.it/7DUU,3
2021-03-17,Judas and the Black Messiah,2021,https://boxd.it/lsew,4
2021-03-17,The Nun,2018,https://boxd.it/fBkw,1.5
2021-03-19,Zack Snyder's Justice League,2021,https://boxd.it/tLOk,4
2021-03-20,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,2
2021-03-20,Ombres,2021,https://boxd.it/ugx0,5
2021-03-20,Umbral,2020,https://boxd.it/tLEO,4.5
2021-03-20,Watchmen,2019,https://boxd.it/ol5e,5
2021-03-20,Day of the Fight,1951,https://boxd.it/Ohq,3.5
2021-03-21,Le Temps Passe,2020,https://boxd.it/tPIg,4
2021-03-23,Double King,2017,https://boxd.it/g2Sq,3.5
2021-03-23,A Trip to the Moon,1902,https://boxd.it/29EC,5
2021-03-23,The Astronomer's Dream,1898,https://boxd.it/3yr6,5
2021-03-24,Brave,2012,https://boxd.it/bVG,3
2021-03-24,Inside Out,2015,https://boxd.it/4KHC,3.5
2021-03-24,Coco,2017,https://boxd.it/bYJQ,4
2021-03-25,Pas de Deux,1968,https://boxd.it/4dP4,5
2021-03-26,Metropolis,1927,https://boxd.it/71a,5
2021-03-27,Seven Samurai,1954,https://boxd.it/2axi,5
