Date,Name,Year,Letterboxd URI,Rating
2021-03-30,Charlie and the Chocolate Factory,2005,https://boxd.it/2b68,3
2021-03-30,The Evil Dead,1981,https://boxd.it/29Go,5
2021-04-02,Spider-Man: Far from Home,2019,https://boxd.it/fegG,3
2021-04-02,Spider-Man: Homecoming,2017,https://boxd.it/aboM,3.5
2021-04-02,Ant-Man and the Wasp,2018,https://boxd.it/cqUW,2.5
2021-04-02,Captain America: The First Avenger,2011,https://boxd.it/28b0,3
2021-04-02,The Thing,1982,https://boxd.it/294O,4.5
2021-04-02,They Live,1988,https://boxd.it/20lm,4.5
2021-04-02,The Holy Mountain,1973,https://boxd.it/20mu,4
2021-04-03,Battleship Potemkin,1925,https://boxd.it/29Vo,4
2021-04-04,First Blood,1982,https://boxd.it/28U0,5
2021-04-06,Barry Lyndon,1975,https://boxd.it/25A2,4.5
2021-04-08,Beauty and the Beast,2017,https://boxd.it/ar0c,2.5
2021-04-08,The Conjuring 2,2016,https://boxd.it/7GJg,3
2021-04-08,Zootopia,2016,https://boxd.it/84xS,3
2021-04-08,Cinderella,2015,https://boxd.it/4KX6,2
2021-04-08,The SpongeBob Movie: Sponge Out of Water,2015,https://boxd.it/6JxU,1.5
2021-04-08,My Mom Is a Character,2013,https://boxd.it/66ps,2.5
2021-04-08,The Conjuring,2013,https://boxd.it/4sr2,4
2021-04-08,The Impossible,2012,https://boxd.it/2N9k,3
2021-04-08,Tangled,2010,https://boxd.it/15gO,2
2021-04-08,Gulliver's Travels,2010,https://boxd.it/15iK,1
2021-04-08,Sherlock: A Study in Pink,2010,https://boxd.it/mueU,3.5
2021-04-08,Coraline,2009,https://boxd.it/1NhQ,4.5
2021-04-08,Marley & Me,2008,https://boxd.it/1Ola,3
2021-04-08,Madagascar: Escape 2 Africa,2008,https://boxd.it/1W2K,3
2021-04-08,The Boy in the Striped Pyjamas,2008,https://boxd.it/1NOK,3
2021-04-08,Ratatouille,2007,https://boxd.it/27ww,3.5
2021-04-08,Monster House,2006,https://boxd.it/1Z2e,4
2021-04-08,The Exorcism of Emily Rose,2005,https://boxd.it/200I,1.5
2021-04-08,Men in Black II,2002,https://boxd.it/2a0y,2.5
2021-04-08,Ice Age,2002,https://boxd.it/2apS,3
2021-04-08,The Rink,1916,https://boxd.it/27uK,3.5
2021-04-09,Punch-Drunk Love,2002,https://boxd.it/20E4,5
2021-04-11,Breathless,1960,https://boxd.it/2aIK,3.5
2021-04-14,Rocketman,2019,https://boxd.it/iehK,4
2021-04-14,Ivan's Childhood,1962,https://boxd.it/1j6y,5
2021-04-15,Peter Rabbit,2018,https://boxd.it/di8W,1.5
2021-04-15,Big Daddy,1999,https://boxd.it/1ZkW,2
2021-04-17,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ,3.5
2021-04-19,Autumn Sonata,1978,https://boxd.it/1Rio,5
2021-04-20,Lost Highway,1997,https://boxd.it/29Wc,4.5
2021-04-21,Joker,2019,https://boxd.it/h4cS,5
2021-04-22,The Life Ahead,2020,https://boxd.it/oRqS,3.5
2021-04-24,The Father,2020,https://boxd.it/m8Ie,5
2021-04-26,Promising Young Woman,2020,https://boxd.it/loRE,4
2021-04-26,Nomadland,2020,https://boxd.it/lnRy,3.5
2021-04-27,Save Ralph,2021,https://boxd.it/ux2o,3.5
2021-04-29,The Machine,2005,https://boxd.it/sgA,3
2021-05-01,Maria Life,2007,https://boxd.it/3bSo,4
2021-05-02,The Secret in Their Eyes,2009,https://boxd.it/1vWw,4.5
2021-05-04,Being John Malkovich,1999,https://boxd.it/2ahu,4.5
2021-05-07,Friendly Beast,2017,https://boxd.it/gvzC,3
2021-05-08,O Lobinho Nunca Mente,2007,https://boxd.it/beSi,5
2021-05-09,"I Travel Because I Have to, I Come Back Because I Love You",2009,https://boxd.it/369y,3
2021-05-12,Documentário,1966,https://boxd.it/5ETk,4
2021-05-12,Cold Tropics,2009,https://boxd.it/5wXS,4
2021-05-12,"Raul: O Início, o Fim e o Meio",2012,https://boxd.it/4dXW,3.5
2021-05-13,The Red Light Bandit,1968,https://boxd.it/5ESQ,4.5
2021-05-14,Brainstorm,2000,https://boxd.it/vlo,5
2021-05-16,Green Vinyl,2004,https://boxd.it/5jlw,4
2021-05-17,Serpico,1973,https://boxd.it/1ZjE,5
2021-05-18,The Emoji Movie,2017,https://boxd.it/d9x4,0.5
2021-05-19,Oldboy,2003,https://boxd.it/29R2,5
2021-05-21,Broken Embraces,2009,https://boxd.it/20yU,3.5
2021-05-23,Deadpool 2,2018,https://boxd.it/dlLM,3
2021-05-23,Missing Link,2019,https://boxd.it/gn0O,3.5
2021-05-23,Lion,2016,https://boxd.it/b2La,2.5
2021-05-23,Superman: Doomsday,2007,https://boxd.it/1PJW,3.5
2021-05-23,Zoolander,2001,https://boxd.it/1YMA,2
2021-05-23,Surf's Up,2007,https://boxd.it/1YKY,2.5
2021-05-23,Cloudy with a Chance of Meatballs,2009,https://boxd.it/1A40,2
2021-05-23,Cloudy with a Chance of Meatballs 2,2013,https://boxd.it/3GMw,2
2021-05-23,Hair Love,2019,https://boxd.it/lI1I,3
2021-05-23,Stuart Little,1999,https://boxd.it/1WZW,2
2021-05-23,Anaconda,1997,https://boxd.it/1YSy,1
2021-05-23,Jack and Jill,2011,https://boxd.it/2pQu,1
2021-05-23,Poltergeist,2015,https://boxd.it/79UK,1.5
2021-05-23,Enchanted,2007,https://boxd.it/24co,2.5
2021-05-23,Planet 51,2009,https://boxd.it/1JA0,1.5
2021-05-23,The Croods,2013,https://boxd.it/FRE,2.5
2021-05-23,Joe,2013,https://boxd.it/4WCO,3
2021-05-23,Astro Boy,2009,https://boxd.it/1JVW,3
2021-05-24,The Woman in the Window,2021,https://boxd.it/iT56,2
2021-05-24,At Land,1944,https://boxd.it/RWc,3
2021-05-25,Witch's Cradle,1944,https://boxd.it/KLm,4.5
2021-05-25,Akira,1988,https://boxd.it/2b1i,5
2021-05-26,The Young and the Damned,1950,https://boxd.it/29AA,4.5
2021-05-27,Alvin and the Chipmunks: The Road Chip,2015,https://boxd.it/7DWQ,1
2021-05-27,Gnomeo & Juliet,2011,https://boxd.it/OKi,1
2021-05-27,Robots,2005,https://boxd.it/1Xve,3
2021-05-27,God's Not Dead,2014,https://boxd.it/7jAg,0.5
2021-05-27,God's Not Dead 2,2016,https://boxd.it/bDUS,0.5
2021-05-27,1917,2019,https://boxd.it/jj4y,3.5
2021-05-27,Ritual in Transfigured Time,1946,https://boxd.it/3Af2,3.5
2021-05-27,The Passion of Anna,1969,https://boxd.it/Wus,4
2021-05-29,"Black God, White Devil",1964,https://boxd.it/2fmY,5
2021-05-30,The Turin Horse,2011,https://boxd.it/2Qsk,5
2021-06-01,Suspiria,1977,https://boxd.it/1SNW,4.5
2021-06-03,Suspiria,2018,https://boxd.it/cioI,4.5
2021-06-04,Her,2013,https://boxd.it/4O24,5
2021-06-07,mother!,2017,https://boxd.it/dgRU,3.5
2021-06-26,Evil Dead II,1987,https://boxd.it/29Ge,5
2021-06-30,Enter the Void,2009,https://boxd.it/1dy2,4
2021-07-05,Melancholia,2011,https://boxd.it/bPI,3.5
2021-07-09,The Virgin Suicides,1999,https://boxd.it/28JG,4
2021-07-12,Estômago: A Gastronomic Story,2007,https://boxd.it/2hnO,4
2021-07-14,Antichrist,2009,https://boxd.it/1Inu,2
2021-07-16,Mirror,1975,https://boxd.it/28Q8,5
2021-07-18,Boogie Nights,1997,https://boxd.it/23um,5
2021-07-18,Heat,1995,https://boxd.it/2bg8,5
2021-07-29,Signs,2002,https://boxd.it/26t2,4.5
2021-07-29,Pink Floyd: The Wall,1982,https://boxd.it/1Sxk,4.5
2021-08-04,The Color of Pomegranates,1969,https://boxd.it/1u94,4
2021-08-05,Old,2021,https://boxd.it/npKI,3.5
2021-08-05,Pig,2021,https://boxd.it/nzoW,3
2021-09-02,The Enigma of Kaspar Hauser,1974,https://boxd.it/1Tba,4
2021-09-09,Entranced Earth,1967,https://boxd.it/qkU,4
2021-09-09,The Suicide Squad,2021,https://boxd.it/fw6O,4.5
2021-09-18,The Sacrifice,1986,https://boxd.it/1xg8,5
2021-10-11,The Conversation,1974,https://boxd.it/2a38,4.5
2021-10-23,Fight Club,1999,https://boxd.it/2a9q,4
2021-10-23,Halloween,1978,https://boxd.it/2wRu,5
2021-10-23,Us,2019,https://boxd.it/gnV6,3.5
2021-10-23,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,4.5
2021-10-25,The Matrix,1999,https://boxd.it/2a1m,5
2021-10-25,Gran Torino,2008,https://boxd.it/1Qzy,4
2021-10-26,Superbad,2007,https://boxd.it/20hO,4
2021-11-01,It Follows,2014,https://boxd.it/87wo,3.5
2021-12-01,Perfect Blue,1997,https://boxd.it/1W7A,4
2021-12-06,A Bruddah's Mind,2020,https://boxd.it/oPUc,4
2021-12-13,Catch Me If You Can,2002,https://boxd.it/29VS,4.5
2021-12-17,Kbela,2015,https://boxd.it/cmlS,3.5
2021-12-20,Drive,2011,https://boxd.it/IG,4
2021-12-27,The Power of the Dog,2021,https://boxd.it/m99E,4.5
2021-12-29,Don't Look Up,2021,https://boxd.it/o0Hc,2.5
2022-01-07,Oz the Great and Powerful,2013,https://boxd.it/2cAI,3
2022-01-07,Dressed to Kill,1980,https://boxd.it/1UO8,4
2022-01-09,Annette,2021,https://boxd.it/f0RS,5
2022-01-11,All About My Mother,1999,https://boxd.it/2b9c,5
2022-01-12,Good Time,2017,https://boxd.it/fcFu,4
2022-01-13,The Lost Daughter,2021,https://boxd.it/kgww,3
2022-01-18,Rear Window,1954,https://boxd.it/2a6Q,5
2022-01-19,Ran,1985,https://boxd.it/1Tlu,5
2022-01-20,Scream,1996,https://boxd.it/24EC,4
2022-01-21,The Given Word,1962,https://boxd.it/h6Y,5
2022-01-22,Scooby-Doo 2: Monsters Unleashed,2004,https://boxd.it/1UPA,1
2022-01-24,Fallen Angels,1995,https://boxd.it/1UkW,4.5
2022-01-28,Belle de Jour,1967,https://boxd.it/29Uq,4
2022-02-07,Titane,2021,https://boxd.it/nlQC,4
2022-02-13,Live Flesh,1997,https://boxd.it/2aJ4,4
2022-02-13,The Skin I Live In,2011,https://boxd.it/99A,4
2022-04-04,Vivre Sa Vie,1962,https://boxd.it/28s6,5
2022-04-21,Metal Lords,2022,https://boxd.it/rLTA,2.5
2022-04-24,Kika,1993,https://boxd.it/20sM,4.5
2022-04-24,The Butterfly Effect,2004,https://boxd.it/27M0,4.5
2022-05-15,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/gaTc,3
2022-07-15,O Signo do Caos,2003,https://boxd.it/5z2U,4
2022-07-16,Nostalgia,1983,https://boxd.it/28Qi,5
2022-07-21,Whiplash,2014,https://boxd.it/7bQA,4.5
2022-07-21,Happy Death Day,2017,https://boxd.it/fDz4,2
2022-07-22,Nymphomaniac: Vol. I,2013,https://boxd.it/7DiG,3.5
2022-07-23,Deep Red,1975,https://boxd.it/1E1E,5
2022-07-24,Di Cavalcanti,1977,https://boxd.it/2B9W,5
2022-07-25,F9,2021,https://boxd.it/dqsU,1.5
2022-07-27,"Salò, or the 120 Days of Sodom",1975,https://boxd.it/237s,4
2022-07-31,Evil Dead,2013,https://boxd.it/3GPq,3
2022-07-31,Vampires Suck,2010,https://boxd.it/125y,1
2022-08-31,Atman,1975,https://boxd.it/5n4Y,5
2022-09-09,Thunder,1982,https://boxd.it/8yjc,5
2022-09-09,Viola Chinesa,1975,https://boxd.it/8hJs,5
2022-09-09,"Hail, Sarajevo",1993,https://boxd.it/5mrC,5
2022-09-14,High-Rise,2009,https://boxd.it/68AM,4
2022-09-22,Macunaima,1969,https://boxd.it/2dYw,4
2022-09-23,Pierrot le Fou,1965,https://boxd.it/26j2,4
2022-09-24,Mars One,2022,https://boxd.it/yoPa,4
2022-10-14,The Serpent's Egg,1977,https://boxd.it/KDs,4
2022-11-06,Fellini Satyricon,1969,https://boxd.it/1UtY,3.5
2022-11-20,Fantastic Planet,1973,https://boxd.it/1KnQ,5
2022-11-23,Eu Ainda Sinto Falta de Muita Coisa,2022,https://boxd.it/BRUa,4
2022-11-28,The Seventh Seal,1957,https://boxd.it/2ahO,4
2022-12-06,Skinamarink,2022,https://boxd.it/ByDO,4.5
2022-12-27,Avatar,2009,https://boxd.it/1Efm,4
2022-12-28,Black Adam,2022,https://boxd.it/fup0,2.5
2022-12-28,The Bitter Tears of Petra von Kant,1972,https://boxd.it/1WzE,4.5
2023-01-06,Madame Satã,2002,https://boxd.it/LO2,4.5
2023-01-09,8 Mile,2002,https://boxd.it/2bew,3.5
2023-01-09,Nelson Cavaquinho,1969,https://boxd.it/8HB0,4
2023-01-10,Rabbits,2002,https://boxd.it/SaI,5
2023-01-11,Avatar: The Way of Water,2022,https://boxd.it/2E2E,3.5
2023-01-17,Jeepers Creepers,2001,https://boxd.it/1ZAg,3
2023-01-18,Jeepers Creepers 2,2003,https://boxd.it/1U3Q,3.5
2023-01-18,The Man from Toronto,2022,https://boxd.it/oRgS,2.5
2023-01-26,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,3.5
2023-01-27,A Study in Choreography for Camera,1945,https://boxd.it/3xWi,4
2023-01-27,The Big Shave,1967,https://boxd.it/HO8,3.5
2023-02-07,Dancer in the Dark,2000,https://boxd.it/71E,5
2023-02-22,Awakening of the Beast,1970,https://boxd.it/3d62,5
2023-02-23,Funny Games,1997,https://boxd.it/1WKM,4
2023-03-08,Copacabana My Love,1970,https://boxd.it/5Oh6,4
2023-03-10,Au Hasard Balthazar,1966,https://boxd.it/1E3g,4
2023-03-12,"Rio, Zona Norte",1957,https://boxd.it/4F96,5
2023-03-15,The Whale,2022,https://boxd.it/tw4c,4
2023-03-20,House,1977,https://boxd.it/1vsm,4
2023-03-21,The Wicker Man,1973,https://boxd.it/1KnG,5
2023-03-21,Life Is Flashing Before Your Eyes,1984,https://boxd.it/3Av0,3.5
2023-03-21,Harpy,1979,https://boxd.it/54RM,3.5
2023-03-21,Malice in Wonderland,1982,https://boxd.it/2cOg,4.5
2023-03-22,Trainwreck: Woodstock '99,2022,https://boxd.it/C4jc,3
2023-03-22,Green Lantern,2011,https://boxd.it/QN4,1
2023-03-22,Dragonball Evolution,2009,https://boxd.it/1ODy,0.5
2023-03-22,The SpongeBob SquarePants Movie,2004,https://boxd.it/1SYq,3
2023-03-22,The Dirt,2019,https://boxd.it/aGN4,2.5
2023-03-22,Bohemian Rhapsody,2018,https://boxd.it/f1TK,2.5
2023-03-22,Logan Lucky,2017,https://boxd.it/dZrs,3
2023-03-22,Hacksaw Ridge,2016,https://boxd.it/azew,3
2023-03-22,X-Men: Apocalypse,2016,https://boxd.it/7eJi,2
2023-03-22,Fast & Furious 6,2013,https://boxd.it/2UG6,1.5
2023-03-22,Till Luck Do Us Part,2012,https://boxd.it/4Rd0,2
2023-03-22,The Lorax,2012,https://boxd.it/2w9M,3
2023-03-22,The Possession,2012,https://boxd.it/2Hla,2
2023-03-22,You're Next,2011,https://boxd.it/2WWK,3
2023-03-22,The Smurfs,2011,https://boxd.it/Zcm,2
2023-03-22,Fast Five,2011,https://boxd.it/BgO,2
2023-03-22,Alphaville - Do Lado de Dentro do Muro,2009,https://boxd.it/Bdm8,3.5
2023-03-22,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/1Yeo,2.5
2023-03-22,Flushed Away,2006,https://boxd.it/1Tpm,2.5
2023-03-22,Spider-Man: No Way Home,2021,https://boxd.it/nwRw,4
2023-03-22,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,5
2023-03-23,Toy Story 3,2010,https://boxd.it/1WRe,5
2023-03-23,Irreversible,2002,https://boxd.it/29as,4
2023-04-02,Eraserhead,1977,https://boxd.it/299u,5
2023-04-05,Guillermo del Toro's Pinocchio,2022,https://boxd.it/kjMW,3.5
2023-04-06,Teen Beach Movie,2013,https://boxd.it/5rKa,2
2023-04-06,Teen Beach 2,2015,https://boxd.it/aArm,1
2023-04-15,Brothers,2009,https://boxd.it/20WW,3
2023-04-15,Terrifier 2,2022,https://boxd.it/oI10,3
2023-04-16,Saw,2004,https://boxd.it/2aWW,4
2023-04-16,The Human Centipede (First Sequence),2009,https://boxd.it/18Tu,0.5
2023-04-16,The Little Cars in the Great Race,2006,https://boxd.it/tjy4,2
2023-04-16,The Cat in the Hat,2003,https://boxd.it/1VSU,1.5
2023-04-17,The Edge of Seventeen,2016,https://boxd.it/d5nu,3
2023-04-17,Cinema Paradiso,1988,https://boxd.it/1UlA,5
2023-04-23,A Star Is Born,2018,https://boxd.it/aXgc,3
2023-05-08,Beautiful Disaster,2023,https://boxd.it/CoWy,0.5
2023-05-14,Cast Away,2000,https://boxd.it/20i8,4
2023-05-14,Unbreakable,2000,https://boxd.it/1XV2,5
2023-05-15,The Color Purple,1985,https://boxd.it/29oO,2
2023-05-21,Drained,2006,https://boxd.it/10LM,4.5
2023-06-02,X2,2003,https://boxd.it/1a7i,4
2023-06-02,Logan,2017,https://boxd.it/7Piy,4.5
2023-06-02,X-Men Origins: Wolverine,2009,https://boxd.it/27ug,2.5
2023-06-02,The Bear Family Secret,2014,https://boxd.it/gijm,3
2023-06-04,The Angel Was Born,1969,https://boxd.it/33DU,3
2023-06-04,La Llorona,2019,https://boxd.it/mQqe,4
2023-06-04,The Game,1997,https://boxd.it/26vC,4
2023-06-06,Pink Floyd: Live at Pompeii,1972,https://boxd.it/1v90,5
2023-06-17,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,5
2023-06-19,Spider-Man 3,2007,https://boxd.it/2a7Y,4.5
2023-06-19,Spider-Man,2002,https://boxd.it/2a8i,4.5
2023-06-19,Tarzan,2013,https://boxd.it/6MFC,0.5
2023-06-26,After,2019,https://boxd.it/jBb8,0.5
2023-06-26,Jeca Tatu,1959,https://boxd.it/3ZXy,3.5
2023-07-01,Elephant,2003,https://boxd.it/287i,4
2023-07-12,The Little Cotton Girl,2002,https://boxd.it/7tXa,2
2023-07-24,Häxan,1922,https://boxd.it/n4O,4
2023-07-26,Gravity,1984,https://boxd.it/899c,3.5
2023-07-28,Eyes Without a Face,1960,https://boxd.it/1j9i,4
2023-07-29,The Prestige,2006,https://boxd.it/293w,4
2023-07-29,The Batman,2022,https://boxd.it/eDGs,4.5
2023-07-29,Uncut Gems,2019,https://boxd.it/gXGc,4.5
2023-07-29,Dreams,1990,https://boxd.it/1ROu,4
2023-07-29,Cria!,1976,https://boxd.it/AoC,4.5
2023-07-29,Winter Light,1963,https://boxd.it/1nrU,4.5
2023-07-30,Requiem for a Dream,2000,https://boxd.it/29VI,5
2023-07-30,Little Women,2019,https://boxd.it/aSVk,3.5
2023-07-30,Hachi: A Dog's Tale,2009,https://boxd.it/1q4a,3
2023-07-31,Black Swan,2010,https://boxd.it/Sw0,4.5
2023-07-31,Stalker,1979,https://boxd.it/28PO,5
2023-07-31,Quinoa,2007,https://boxd.it/b9G2,4
2023-07-31,Reflections of a Blender,2010,https://boxd.it/4YgA,4.5
2023-07-31,The Post,2017,https://boxd.it/fTeG,3.5
2023-08-01,Sausage Party,2016,https://boxd.it/6CCe,2
2023-08-01,The Last Witch Hunter,2015,https://boxd.it/8lBW,1
2023-08-01,The Martian,2015,https://boxd.it/8SeG,3
2023-08-01,Lights Out,2013,https://boxd.it/7GU4,2.5
2023-08-01,Till Luck Do Us Part 2,2013,https://boxd.it/6Jzm,2
2023-08-01,Just Go with It,2011,https://boxd.it/Doq,3
2023-08-01,Shrek Forever After,2010,https://boxd.it/1WRo,3.5
2023-08-01,Alvin and the Chipmunks,2007,https://boxd.it/21E0,2.5
2023-08-01,Shrek the Third,2007,https://boxd.it/29yY,3
2023-08-01,Click,2006,https://boxd.it/1YVM,2.5
2023-08-01,Shrek 2,2004,https://boxd.it/29z8,4
2023-08-01,Troy,2004,https://boxd.it/29TW,3.5
2023-08-01,Shrek,2001,https://boxd.it/29zi,4
2023-08-01,A Bug's Life,1998,https://boxd.it/1Yyy,3
2023-08-01,Liar Liar,1997,https://boxd.it/28sg,3
2023-08-03,Martin,1977,https://boxd.it/1tJ6,4.5
2023-08-04,The Masque of the Red Death,1964,https://boxd.it/1w12,3.5
2023-08-04,Lady Bird,2017,https://boxd.it/dGNE,4
2023-08-05,A Nightmare,1896,https://boxd.it/3y7g,3
2023-08-05,Tanta Estrela Por Aí,1993,https://boxd.it/cN32,3
2023-08-07,Dumbo,2019,https://boxd.it/aNYI,3
2023-08-07,Frozen,2013,https://boxd.it/3GNa,2.5
2023-08-07,Ice Age: Continental Drift,2012,https://boxd.it/lQ2,2.5
2023-08-07,Ice Age: Dawn of the Dinosaurs,2009,https://boxd.it/20iC,2
2023-08-07,Lilo & Stitch,2002,https://boxd.it/1TAY,3
2023-08-07,Madagascar 3: Europe's Most Wanted,2012,https://boxd.it/2NF6,3
2023-08-07,Penguins of Madagascar,2014,https://boxd.it/89tc,2.5
2023-08-07,Kong: Skull Island,2017,https://boxd.it/9ewM,3
2023-08-07,2 Fast 2 Furious,2003,https://boxd.it/2a4g,2.5
2023-08-10,Inland Empire,2006,https://boxd.it/28d6,5
2023-08-10,Puss in Boots,2011,https://boxd.it/eL34,2
2023-08-10,Beauty and the Beast,1991,https://boxd.it/1XhG,3
2023-08-10,Death Note,2006,https://boxd.it/psEs,4
2023-08-10,Alvin and the Chipmunks: Chipwrecked,2011,https://boxd.it/s9E,2
2023-08-10,Ben 10: Race Against Time,2007,https://boxd.it/1L38,1
2023-08-10,Ben 10 Alien Swarm,2009,https://boxd.it/1vpC,1
2023-08-12,Twin Peaks,1989,https://boxd.it/g8pk,5
2023-08-21,Thor: Love and Thunder,2022,https://boxd.it/mMAY,2
2023-08-25,The Passion of Joan of Arc,1928,https://boxd.it/29DO,5
2023-08-27,I Lost My Body,2019,https://boxd.it/lAYs,3
2023-10-03,Wings of Desire,1987,https://boxd.it/2b26,4.5
2023-10-15,Nosso Sonho,2023,https://boxd.it/zKIW,4
2023-10-20,Before Sunrise,1995,https://boxd.it/2bcU,5
2023-10-23,The Host,2006,https://boxd.it/28ZY,4
2023-11-03,Viramundo,1965,https://boxd.it/7U00,4
2023-11-03,Carrie,1976,https://boxd.it/20ZQ,5
2023-11-04,Before Sunset,2004,https://boxd.it/2bcg,4.5
2023-11-04,Bird Box,2018,https://boxd.it/eh1i,2.5
2023-11-20,"Sem Essa, Aranha",1970,https://boxd.it/5ETa,4
2023-11-21,Black Panthers,1968,https://boxd.it/4BCe,4.5
