Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2023-01-27,The Big Shave,1967,https://boxd.it/3LISx9,3.5,,,2023-01-27
2023-02-07,Dancer in the Dark,2000,https://boxd.it/3P6H1L,5,Yes,,2023-02-06
2023-02-22,Awakening of the Beast,1970,https://boxd.it/3TkoNP,5,,,2023-02-21
2023-02-23,Funny Games,1997,https://boxd.it/3TAQKL,4,,,2023-02-22
2023-03-01,Blue Velvet,1986,https://boxd.it/3Vk7Jf,5,Yes,,2023-02-28
2023-03-08,Copacabana My Love,1970,https://boxd.it/3XcHnV,4,,,2023-03-07
2023-03-10,Au Hasard Balthazar,1966,https://boxd.it/3XHtch,4,,,2023-03-09
2023-03-12,"Rio, Zona Norte",1957,https://boxd.it/3YiFRb,5,,,2023-03-12
2023-03-15,The Whale,2022,https://boxd.it/3Z8Hm9,4,,,2023-03-14
2023-03-20,House,1977,https://boxd.it/40yrih,4,,,2023-03-19
2023-03-21,The Wicker Man,1973,https://boxd.it/40PCvP,5,,,2023-03-20
2023-03-21,Life Is Flashing Before Your Eyes,1984,https://boxd.it/40PPjd,3.5,,,2023-03-21
2023-03-21,Harpy,1979,https://boxd.it/40PW03,3.5,,,2023-03-21
2023-03-21,Fantasy,1976,https://boxd.it/40PZZN,,,,2023-03-21
2023-03-21,Malice in Wonderland,1982,https://boxd.it/40Q3fp,4.5,,,2023-03-21
2023-03-21,The Big Swallow,1901,https://boxd.it/40Q6Z1,,,,2023-03-21
2023-03-22,Trainwreck: Woodstock '99,2022,https://boxd.it/40SWUB,3,,,2023-03-21
2023-03-22,The Grand Budapest Hotel,2014,https://boxd.it/414pxj,5,,,2023-03-21
2023-03-23,Irreversible,2002,https://boxd.it/41jbR5,4,,,2023-03-22
2023-04-05,Guillermo del Toro's Pinocchio,2022,https://boxd.it/44LYOR,3.5,,,2023-04-04
2023-04-09,Collateral,2004,https://boxd.it/45Vrpj,4,Yes,,2023-04-08
2023-04-15,Brothers,2009,https://boxd.it/47rrHl,3,,,2023-04-14
2023-04-15,Terrifier 2,2022,https://boxd.it/47rrWP,3,,,2023-04-14
2023-04-16,Saw,2004,https://boxd.it/47HM4V,4,,,2023-04-15
2023-04-16,The Human Centipede (First Sequence),2009,https://boxd.it/47HMnN,0.5,,,2023-04-15
2023-04-17,The Edge of Seventeen,2016,https://boxd.it/481ahH,3,,,2023-04-16
2023-04-19,Santa Sangre,1989,https://boxd.it/48IIQH,5,Yes,,2023-04-19
2023-04-23,A Star Is Born,2018,https://boxd.it/49xA4H,3,Yes,,2023-04-22
2023-05-02,Paranormal Activity: Next of Kin,2021,https://boxd.it/4c9u3x,,,,2023-04-30
2023-05-08,Beautiful Disaster,2023,https://boxd.it/4dFH4L,0.5,,,2023-05-07
2023-05-14,Cast Away,2000,https://boxd.it/4f7NUj,4,,,2023-05-13
2023-05-14,Unbreakable,2000,https://boxd.it/4fgcuL,5,Yes,,2023-05-14
2023-05-15,The Color Purple,1985,https://boxd.it/4fx7ZN,2,,,2023-05-15
2023-05-21,Drained,2006,https://boxd.it/4gXEg3,4.5,,,2023-05-21
2023-06-02,La Llorona,2019,https://boxd.it/4jRJrb,4,,,2023-06-01
2023-06-02,The Bear Family Secret,2014,https://boxd.it/4jS4pl,3,,,2023-06-01
2023-06-04,The Angel Was Born,1969,https://boxd.it/4ksT4l,3,,,2023-06-03
2023-06-04,The Game,1997,https://boxd.it/4kvwyD,4,,,2023-06-04
2023-06-06,Pink Floyd: Live at Pompeii,1972,https://boxd.it/4l3ty9,5,,,2023-06-05
2023-06-17,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4nWhun,5,,,2023-06-16
2023-06-19,Tarzan,2013,https://boxd.it/4ozHUJ,0.5,,,2023-06-18
2023-06-26,After,2019,https://boxd.it/4qpf9j,0.5,,,2023-06-25
2023-06-26,Jeca Tatu,1959,https://boxd.it/4qpfPp,3.5,,,2023-06-25
2023-07-02,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4shZD7,5,Yes,,2023-07-01
2023-07-12,The Little Cotton Girl,2002,https://boxd.it/4voKs5,2,,,2023-07-11
2023-07-24,Häxan,1922,https://boxd.it/4zDQaH,4,,,2023-07-23
2023-07-25,Winter Light,1963,https://boxd.it/4A4nLX,4.5,,,2023-07-24
2023-07-26,Gravity,1984,https://boxd.it/4Adkmt,3.5,,,2023-07-25
2023-07-28,Eyes Without a Face,1960,https://boxd.it/4Bd0eD,4,,,2023-07-27
2023-07-29,Cria!,1976,https://boxd.it/4BzYH5,4.5,,,2023-07-28
2023-07-30,Requiem for a Dream,2000,https://boxd.it/4BMLhf,5,,,2023-07-29
2023-07-31,Black Swan,2010,https://boxd.it/4Cc8Sj,4.5,Yes,,2023-07-30
2023-07-31,Stalker,1979,https://boxd.it/4Chtsr,5,,,2023-07-30
2023-07-31,Quinoa,2007,https://boxd.it/4Cp4mT,4,,,2023-07-30
2023-08-03,Martin,1977,https://boxd.it/4DmDHv,4.5,,,2023-08-02
2023-08-03,A Nightmare,1896,https://boxd.it/4DpYpD,,,,2023-08-02
2023-08-04,The Masque of the Red Death,1964,https://boxd.it/4DAZSt,3.5,,,2023-08-03
2023-08-05,Tanta Estrela Por Aí,1993,https://boxd.it/4E5gpN,3,,,2023-08-05
2023-08-07,Dumbo,2019,https://boxd.it/4EDfGr,3,,,2023-08-06
2023-08-10,Inland Empire,2006,https://boxd.it/4FHeNt,5,,,2023-08-09
2023-08-12,Twin Peaks,1989,https://boxd.it/4Gegg3,5,,,2023-08-11
2023-08-25,The Passion of Joan of Arc,1928,https://boxd.it/4KtYVP,5,,,2023-08-24
2023-10-03,Wings of Desire,1987,https://boxd.it/4VSIUv,4.5,,,2023-10-02
2023-10-15,Nosso Sonho,2023,https://boxd.it/4ZRHXH,4,,,2023-10-14
2023-10-20,Before Sunrise,1995,https://boxd.it/51yHPX,5,,,2023-10-20
2023-11-03,Viramundo,1965,https://boxd.it/56lXO1,4,,,2023-11-02
2023-11-03,Carrie,1976,https://boxd.it/56pUwL,5,,,2023-11-03
2023-11-04,Before Sunset,2004,https://boxd.it/56IQkz,4.5,,,2023-11-04
2023-11-20,"Sem Essa, Aranha",1970,https://boxd.it/5bPO9t,4,,,2023-11-19
2023-11-21,Black Panthers,1968,https://boxd.it/5c441N,4.5,,,2023-11-20
