Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2023-07-18,Mission: Impossible,1996,https://boxd.it/4xazEz,4.5,Yes,,2023-07-17
2023-07-19,Scream,1996,https://boxd.it/4xryLj,5,Yes,,2023-07-18
