Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-07-26,Stagecoach,1939,https://boxd.it/1gHXIp,3.5,,,2020-07-25
2020-08-28,Rio Bravo,1959,https://boxd.it/1k84A7,4,,,2020-08-27
2020-08-31,Black Panther,2018,https://boxd.it/1ksm1f,2.5,,,2020-08-30
2020-11-19,Man From The Magazine,2020,,3.5,,,2020-11-18
2020-12-25,The Platform,2019,https://boxd.it/1wYbA1,3.5,,,2020-12-24
2021-01-06,Star Wars,1977,https://boxd.it/1zc3Yb,4.5,,,2021-01-05
